scap	93.4600	339.8500	2750.0000	0.0000	3.1600E-05	[19]	6.484612E+10	H84	4.0000	[13]	2.900000E+10	H84	4.6000	[16]	0.7454	[17]	0.6000	[20]	4.6000	[18]		27.00			6.00	6.00		4.00			1.00		0.000000	0.000000	0.000000	32.724857	38.571195	0.000000	23.998143	0.000000	0.000000	4.708373		0.00	432.00	0.00	0.00	161.89	168.52	0.00	160.32	0.00	0.00	12.01	934.7390																																																																																																																																																																																																							
cc	100.0900	36.8900	2713.0000	0.0000	4.4000E-05	[19]	7.346000E+10	RA99	4.0000	RA99	3.200000E+10	B95	4.7300	[16]	0.7260	[17]	0.7300	[20]	4.7300	[18]		3.00						1.00			1.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.029014	0.000000	0.000000	43.970986		0.00	48.00	0.00	0.00	0.00	0.00	0.00	40.08	0.00	0.00	12.01	100.0910																																																																																																																																																																																																							
arag	100.0900	34.1500	2931.0000	0.0000	1.1500E-04	[19]	6.735847E+10	L05	4.0000	[13]	3.850000E+10	L05	5.5900	[16]	0.9526	[17]	1.5900	[20]	5.5900	[18]		3.00						1.00			1.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.029014	0.000000	0.000000	43.970986		0.00	48.00	0.00	0.00	0.00	0.00	0.00	40.08	0.00	0.00	12.01	100.0910																																																																																																																																																																																																							
mag	84.3000	28.0300	3007.0000	0.0000	6.4800E-05	[19]	9.710000E+10	L08	5.4400	L08	5.800000E+10	[33]	3.3000	[16]	0.9955	[17]	1.5800	[20]	3.3000	L08		3.00		1.00							1.00		0.000000	0.000000	47.806648	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	52.193352		0.00	48.00	0.00	24.31	0.00	0.00	0.00	0.00	0.00	0.00	12.01	84.3230																																																																																																																																																																																																							
END	[21]	[21]	[21]	[21]																																																																																																																																																																																																																																																										
	red entries are new since Hacker & Abers (2004)																																																																																																																																																																																																																																																													
																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																														
"from Holland and Powell [1998], except: "			"note 1 [atg], adjusted to fit STP Poisson’s ratio measured by Christensen [2004]"																																																																																																																																																																																																																																																											
"A01, Angel et al. [2001]"			"note 2 [hab], assumed that low albite and high albite have equivalent elastic moduli"																																																																																																																																																																																																																																																											
"A12, Alvaro et al. [2012]"			note 3 [phl] adjusted to fit Poisson’s ratio of 0.27 in Aleksandrova & Ryzhova [1961]																																																																																																																																																																																																																																																											
"A64, Aleksandrova et al. [1964]"			"note 4 [ann], assumed no compositional dependence of modulus, based on Pavese et al. [2007]"																																																																																																																																																																																																																																																											
"A88, Angel et al. [1988]"			"note 5 [daph], Theye et al. [2003] show no dependence of bulk modulus on Mg# for chlorite"																																																																																																																																																																																																																																																											
"A97, Angel et al. [1997]"			"note 6 [chum], calculated using Poisson’s ratio for forsterite and scaled against bulk modulus of forsterite (structures are similar)"																																																																																																																																																																																																																																																											
"AA97, Allan and Angel [1997]"			"note 7 [clin, daph, pre], calculated using Poisson’s ratio for muscovite and scaled against bulk modulus of muscovite (all are phyllosilicates)"																																																																																																																																																																																																																																																											
"A99, Angel et al. [1999]"			"note 8, [hb] hornblendite Poisson's = 0.257 [Christensen, 1996] were used (instead of hornblende Poisson's = 0.288 [Alexandrov and Ryzhova, 1961])"																																																																																																																																																																																																																																																											
"ABSZ97, Abramson et al. [1997]"			"note 9 [an], scaled from K using Poisson's ratio = 0.295 in Bass [1995] "																																																																																																																																																																																																																																																											
"AI95, Anderson and Isaak [1995]"			"note 10, calculated as average of fact, ts, parg"																																																																																																																																																																																																																																																											
"AJ02, Angel and Jackson [2002]"			"note 11, calculated using Poisson’s ratio for sillimanite and scaled against bulk modulus of sillimanite (structures are similar)"																																																																																																																																																																																																																																																											
"A04, Angel [2004]"			"note 12, calculated using Poisson’s ratio for orthoclase and scaled against bulk modulus of orthoclase (structures are similar)"																																																																																																																																																																																																																																																											
"B95, Bass [1995]"			"note 13, assumed, common value [Anderson, 1989]"																																																																																																																																																																																																																																																											
"B06, Brown et al. [2006]"			"note 14, calculated at high T using Anderson and Isaak’s [1995] highest temperatures where dG/dT is nearly constant"																																																																																																																																																																																																																																																											
"B09, Bezacier et al. (2009)"			"note 15, adjusted from Bass [1995], using KT = KS/(1 + agthT) [Anderson et al., 1992]"																																																																																																																																																																																																																																																											
"B10, Bezacier et al. (2010)"			"note 16, approximated as gamma = dT [Anderson et al., 1992]"																																																																																																																																																																																																																																																											
"BA03, Boffa Ballaran and Angel [2003]"			"note 17, approximated as G' = (5*G)/(3*KT) [Anderson et al., 1992]"																																																																																																																																																																																																																																																											
"BFB97, Beckman Fritzel & Bass [1997], natural Mg93, 0.27F"			"note 18, approximated as dT = gth + KT' [Anderson et al., 1992]"																																																																																																																																																																																																																																																											
"BH00, Bailey and Holloway [2000]"			"note 19, Holland and Powell’s [1998] values and expansion for thermal expansivity: a(T) = ao(1 - 10/SQRT(T)), giving ln(V(T)/Vo) = ao*((T - 298 + SQRT(T) - SQRT(298))"																																																																																																																																																																																																																																																											
"BW, Bass & Weidner [1984]"			"note 20, gth was calculated using Bina and Helffrichs’s [1992] equation (16) at 1000 K, using Holland and Powell’s [1998] values and d = 4"																																																																																																																																																																																																																																																											
"C91, Comodi et al. [1991]"			"note 21, mass, density, and H2O content were calculated from mineral formula in Holland and Powell [1998], except for aqz & bqz, from Ohno et al. [2006]"																																																																																																																																																																																																																																																											
"C95, Comodi and Zanazzi [1995]"			"note 22, clinozoisite assumed to follow zoisite"																																																																																																																																																																																																																																																											
"C96, Christensen [1996]"			"note 23, K extrapolated to pure celadonite from Smyth et al. [2000]and Comodi and Zanazzi [1995]"																																																																																																																																																																																																																																																											
"C97, Comodi et al. [1997]"			"note 24, no longer used"																																																																																																																																																																																																																																																											
"C00, Chinnery et al. [2000]"			"note 25, calculated using Poisson's ratio = 0.31 in Christensen [2004]"																																																																																																																																																																																																																																																											
"CB98, Collins & Brown [1998]"			"note 26, EXTRAPOLATED linearly from diopside, hedenbergite, jadeite and CB98, assuming Al = Al + Cr, and Ca = Ca + Na; use with caution or not at all"																																																																																																																																																																																																																																																											
"CBS97, Chai, Brown, Slutsky [1997]"			"note 27, assumed to follow diopside"																																																																																																																																																																																																																																																											
"CR02, Crichton and Ross [2002]"			"note 28, assumed to follow enstatite"																																																																																																																																																																																																																																																											
"DS06, Downs & Singh [2006]"			"note 29, EXTRAPOLATED linearly from enstatite and ferrosilite and CBS97; use with caution or not at all"																																																																																																																																																																																																																																																											
"F95, Fei [1995]"			"note 30, interpolated linearly from endmembers"																																																																																																																																																																																																																																																											
"G00, Grevel et al. [2000]"			note 31 calculated using Poisson’s ratio for zoisite (structures are similar)																																																																																																																																																																																																																																																											
"H84, Hearmon [1984]"			"note 32, calculated using Poisson's ratio from R66"																																																																																																																																																																																																																																																											
"H00, Haavik et al. [2000]"			"note 33 [mag], calculated using Poisson's ratio from B95"																																																																																																																																																																																																																																																											
"H06, Hilairet et al. [2006]"			"note 34 [aqz], calculated from Ohno et al. [2006] and Ackerman et al. [1975]"																																																																																																																																																																																																																																																											
"HRP96, Holland et l. [1996]"			"note 35 [muscovite], adjusted to fit Poisson's = 0.248 in VG86"																																																																																																																																																																																																																																																											
"H96, Helffrich [1996]"			"note 36 [cel], scaled to match muscovite Poissons"																																																																																																																																																																																																																																																											
"HF78, Hazen and Finger [1978]"			"note 37 [ta]. fit to Mainprice et al. [2008] data, excluding 0 GPa"																																																																																																																																																																																																																																																											
"HP98, Holland and Powell [1998]"			"not 38 [lmt, wrk], assumed to have Poisson's ratio of albite"																																																																																																																																																																																																																																																											
"I98, Isaak et al [1998]"			"note 39 [lmt], assumed to follow wairakite"																																																																																																																																																																																																																																																											
"I89, Isaak et al [1989]"			"note 40 [aqz], fit to Christensen [1996]"																																																																																																																																																																																																																																																											
"IOL06, Isaak et al. [2006]"			"note 41  [bqz], calculated from Ohno et al. [2006] and Ackerman et al. [1975] using Tref = 575°C"																																																																																																																																																																																																																																																											
"J99, Jackson et al. [1999]"			"note 42 [aqz, bqz], value here is placeholder; actual value is T dependent fit to Ohno et al. [2006] "																																																																																																																																																																																																																																																											
"J04, Jiang et al. [2004]"																																																																																																																																																																																																																																																														
J06: Jiang et al. [2006]																																																																																																																																																																																																																																																														
"J07, Jackson et al. [2007]"																																																																																																																																																																																																																																																														
"K04, Kung et al. [2004]"																																																																																																																																																																																																																																																														
"KW88a, Kandelin & Wiedner [1988a]"																																																																																																																																																																																																																																																														
"KW88b, Kandelin & Wiedner [1988b]"																																																																																																																																																																																																																																																														
"L79, Levien et al., [1979]"																																																																																																																																																																																																																																																														
"L80, Levien et al. [1980]"																																																																																																																																																																																																																																																														
"LP81, Levien & Prewitt [1981]"																																																																																																																																																																																																																																																														
"L05, Liu et al. [2005]"																																																																																																																																																																																																																																																														
"L08, Litasov et al. [2008]"																																																																																																																																																																																																																																																														
"M07, Mao et al. [2007]"																																																																																																																																																																																																																																																														
"M08, Mainprice et al. [2008]"																																																																																																																																																																																																																																																														
"M11, Militzer et al. [2011]"																																																																																																																																																																																																																																																														
"MDT08, McCarthy et al. [2008]"																																																																																																																																																																																																																																																														
"N06, Nestola et al. [2006]"																																																																																																																																																																																																																																																														
"N10, Nestola et al. [2010]"																																																																																																																																																																																																																																																														
"O95, Ohno [1995]"																																																																																																																																																																																																																																																														
"OHY06, Ohno et al. [2006]"																																																																																																																																																																																																																																																														
"OQVD08, Ori et al. [2008]"																																																																																																																																																																																																																																																														
"P02, Pawley et al. [2002]"																																																																																																																																																																																																																																																														
"P03, Pavese et al. [2003]"																																																																																																																																																																																																																																																														
"P07, Pavese et al. [2007]"																																																																																																																																																																																																																																																														
"PW96, Pawley and Wood [1996]"																																																																																																																																																																																																																																																														
"R66, Ryzhova (1966)"																																																																																																																																																																																																																																																														
"R04, Reichmann et al. [2004]"																																																																																																																																																																																																																																																														
"RA99, Redfern and Angel [1999]"																																																																																																																																																																																																																																																														
"RC01, Ross and Crichton [2001], Mg, OH endmember"																																																																																																																																																																																																																																																														
"S00, Smyth et al. [2000]"																																																																																																																																																																																																																																																														
"SOA00, Suzuki et al. [2000]"																																																																																																																																																																																																																																																														
"S03, Schilling et al. [2003]"																																																																																																																																																																																																																																																														
"S04, Speziale et al. [2004]"																																																																																																																																																																																																																																																														
"SB02, Sinogeikin and Bass [2002]"																																																																																																																																																																																																																																																														
SL06: Schutt & Lesher [2006]																																																																																																																																																																																																																																																														
"SV09, Sanchez-Valle [2009]"																																																																																																																																																																																																																																																														
"T99, Toohill et al. [1999]"																																																																																																																																																																																																																																																														
"T03, Theye et al. [2003]"																																																																																																																																																																																																																																																														
"T10, Tronche et al. [2010]"																																																																																																																																																																																																																																																														
"T91, Tyburczy [1991]"																																																																																																																																																																																																																																																														
"VG86, Vaughan & Guggenheim (1986) in Bass 95"																																																																																																																																																																																																																																																														
VW78 Vaughan & Weidner 1978																																																																																																																																																																																																																																																														
"W14, Wang et al. [2014]"																																																																																																																																																																																																																																																														
"WJ01, Wang and Ji [2001]"																																																																																																																																																																																																																																																														
WP84. Wechsler & Prewitt [1984]																																																																																																																																																																																																																																																														
"X98, Xia et al. [1998]. "																																																																																																																																																																																																																																																														
"ZH77, Zhang & Hafner [1977]"																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																														
